UNIPROT	TARGET	DRUG
P05106	T23355	D08LIG
P05106	T23355	D03GCN
P05106	T23355	D0G9BX
P05106	T23355	D0LT1S
P05106	T23355	D0Z0XQ
P05106	T23355	D0K0NP
P05106	T23355	D03QHI
P05106	T23355	D08CQL
P18564	T23178	DJYD13
P18564	T71141	D0ALN1
P18564	T71141	D0WL4D
P26010	T14065	D0FU1J
P26010	T14065	D04WQJ
P26010	T14065	D06PFT
P26010	T14065	D0N5ZS
P26010	T07403	D02WII
P26010	T07403	D04XJM
P26010	T07403	D0A2KH
P26010	T07403	D0PK5M
P26012	T93548	DO3E7R
P26012	T64597	D0QG9P
P26012	T64597	D0UB5E
P26012	T64597	D04KXV
Q08881	T91761	D05RPN
Q08881	T91761	D04PEI
Q08881	T91761	D1YZ5O
Q08881	T91761	D01EJJ
Q08881	T91761	D09PIS
Q08881	T91761	D02IET
Q14643	T82624	D0MR1K
Q14643	T82624	D0G5CI
Q14643	T82624	D0A0RR
Q14643	T82624	D00PLV
Q14643	T61227	D06YZB
Q14643	T61227	D06KHR
Q14643	T61227	D07ZAJ
Q14643	T61227	D0MY2Y
Q14571	T82624	D0MR1K
Q14571	T82624	D0G5CI
Q14571	T82624	D0A0RR
Q14571	T82624	D00PLV
Q14571	T76678	D06YZB
Q14571	T76678	D06KHR
Q14573	T82624	D0MR1K
Q14573	T82624	D0G5CI
Q14573	T82624	D0A0RR
Q14573	T82624	D00PLV
Q14573	T12581	D06KHR
Q9Y219	T52796	D0T5NX
P23458	T62460	D01UAU
P23458	T62460	D0E5IP
P23458	T62460	D0YX5U
P23458	T62460	D0US9O
P23458	T62460	D0HB4E
P23458	T62460	D09AFI
P23458	T62460	D06HZA
P23458	T62460	D0SG7B
P23458	T62460	D0BI3N
P23458	T62460	D0HJ1R
P23458	T62460	D0V4DX
P23458	T62460	DU10JI
P23458	T62460	D6N5UC
P23458	T62460	D6INZ9
P23458	T62460	D06EIC
P23458	T62460	D07JAG
P23458	T62460	D04LKS
P23458	T62460	D0Y7IC
P23458	T62460	D07PTU
P23458	T62460	D0VJ1R
P23458	T62460	D01CRX
P23458	T62460	D01FVC
P23458	T62460	D0S6XT
P23458	T62460	D0U1HA
P23458	T62460	D01EYJ
P23458	T62460	D0SJ1Q
P23458	T62460	D09PIS
P23458	T62460	D0WZ8N
P23458	T62460	D01DBB
P23458	T62460	D0FQ4Z
P23458	T62460	D0VR6E
P23458	T62460	D09ALF
P23458	T62460	D0H3KF
P23458	T62460	D0G9MM
P23458	T62460	D0OS1N
P23458	T62460	D0PM8K
P23458	T62460	D08WPB
P23458	T62460	D0U5FZ
P23458	T62460	D0F3BK
P23458	T62460	D05AXE
P23458	T62460	D0KL3B
P23458	T62460	D0VQ7P
P23458	T62460	D0Y2IM
P23458	T62460	D00GJY
P23458	T62460	D0RJ3W
P23458	T62460	D0TX2G
P23458	T62460	D09UBE
P23458	T62460	D0YJ4D
P23458	T62460	D0YR8S
P23458	T62460	D04BOW
P23458	T62460	D0WA1V
P23458	T62460	D0LS1O
P23458	T62460	D05GEL
P23458	T62460	D0GB7G
P23458	T62460	D0X1FD
P23458	T62460	D03QAY
P23458	T62460	D0M3CB
P23458	T62460	D0V0KI
P23458	T62460	D00JUI
P23458	T62460	D0A6RG
P23458	T62460	D0LR6J
P23458	T62460	D0S4TH
P23458	T62460	D03PBI
P23458	T62460	D0PB5X
P23458	T62460	D06MQB
P23458	T62460	D0H6XN
P23458	T62460	D0M2WA
P23458	T62460	D0K2RW
P23458	T62460	D0KI5F
P23458	T62460	D0XH7H
P23458	T62460	D00PTE
P23458	T62460	D07BND
P23458	T62460	D04OCD
P23458	T62460	D09RUN
P23458	T62460	D0T6CY
P23458	T62460	D0G0FK
O60674	T08391	D01UAU
O60674	T08391	D00MAM
O60674	T08391	D09VZR
O60674	T08391	D0A7XQ
O60674	T08391	D0I6QN
O60674	T08391	D0IR6U
O60674	T08391	D0E5IP
O60674	T08391	D0US9O
O60674	T08391	D02NNT
O60674	T08391	D0N8CN
O60674	T08391	D0OP3D
O60674	T08391	D0I3EY
O60674	T08391	D05MHL
O60674	T08391	D02UVS
O60674	T08391	DLW69V
O60674	T08391	D0GZ7B
O60674	T08391	D00RYA
O60674	T08391	D0S0NX
O60674	T08391	D08CNP
O60674	T08391	D00MYW
O60674	T08391	D09AFI
O60674	T08391	D0DK8X
O60674	T08391	D05TSJ
O60674	T08391	D0BI3N
O60674	T08391	D0MP0X
O60674	T08391	DU10JI
O60674	T08391	D05AJT
O60674	T08391	D0GH3Q
O60674	T08391	D0PN8H
O60674	T08391	D0D5ZJ
O60674	T08391	D0G8BM
O60674	T08391	D04LKS
O60674	T08391	D0Y7IC
O60674	T08391	D0VQ7P
O60674	T08391	D0VJ1R
O60674	T08391	D01CRX
O60674	T08391	D0NY6M
O60674	T08391	D0U1HA
O60674	T08391	D01FVC
O60674	T08391	D02VGC
O60674	T08391	D0M2OK
O60674	T08391	D09PIS
O60674	T08391	D0FQ4Z
O60674	T08391	D0WZ8N
O60674	T08391	D01DBB
O60674	T08391	D0U5FZ
O60674	T08391	D0A8BV
O60674	T08391	D0KL3B
O60674	T08391	D09ALF
O60674	T08391	D0B9TH
O60674	T08391	D0G9MM
O60674	T08391	D0VR6E
O60674	T08391	D0NP2W
O60674	T08391	D0YR8S
O60674	T08391	D08WPB
O60674	T08391	D0PM8K
O60674	T08391	D09UBE
O60674	T08391	D0LS1O
O60674	T08391	D05AXE
O60674	T08391	D0RJ3W
O60674	T08391	D0GB7G
O60674	T08391	D0GH8D
O60674	T08391	D0QD5Y
O60674	T08391	D0TX2G
O60674	T08391	D0V0KI
O60674	T08391	D0LR6J
O60674	T08391	D0S6XT
O60674	T08391	D0SJ1Q
O60674	T08391	D01EYJ
O60674	T08391	D0AE0M
O60674	T08391	D0CD6Y
O60674	T08391	D0HS2J
O60674	T08391	D05GEL
O60674	T08391	D0F3BK
O60674	T08391	D0Y2IM
O60674	T08391	D04BOW
O60674	T08391	D09RTW
O60674	T08391	D0M5AG
O60674	T08391	D0VI7E
O60674	T08391	D0JZ2B
O60674	T08391	D0M9YZ
O60674	T08391	D0Q5JV
O60674	T08391	D03QAY
O60674	T08391	D0KF8H
O60674	T08391	D0X1FD
O60674	T08391	D07XYI
O60674	T08391	D0M2WA
O60674	T08391	D0W8DN
O60674	T08391	D0YJ4D
O60674	T08391	D0M3CB
O60674	T08391	D0S4TH
O60674	T08391	D00JUI
O60674	T08391	D03TEE
O60674	T08391	D0K2RW
O60674	T08391	D03PBI
O60674	T08391	D0A6RG
O60674	T08391	D0D1QH
O60674	T08391	D0G0FK
O60674	T08391	D0H6XN
O60674	T08391	D0PB5X
O60674	T08391	D06MQB
O60674	T08391	D0KI5F
O60674	T08391	D04OCD
O60674	T08391	D09RUN
O60674	T08391	D0IC8O
O60674	T08391	D0WD1Z
O60674	T08391	D0E2WK
O60674	T08391	D0IQ6G
O60674	T08391	D0WA1V
P52333	T23172	D0M2AN
P52333	T23172	D0V6VQ
P52333	T23172	D0G7YF
P52333	T23172	D0IR6U
P52333	T23172	D0E5IP
P52333	T23172	D0YX5U
P52333	T23172	D0US9O
P52333	T23172	D02NNT
P52333	T23172	D08RZB
P52333	T23172	D0P1BK
P52333	T23172	D09HXU
P52333	T23172	D05MHL
P52333	T23172	D01XEQ
P52333	T23172	D0Z1HQ
P52333	T23172	D0GZ7B
P52333	T23172	D0Q0IM
P52333	T23172	D0BI3N
P52333	T23172	D6N5UC
P52333	T23172	D6INZ9
P52333	T23172	D02TUL
P52333	T23172	D04QWQ
P52333	T23172	D06EIC
P52333	T23172	D0EG1I
P52333	T23172	D07PTU
P52333	T23172	D0VJ1R
P52333	T23172	D0LR6J
P52333	T23172	D0U1HA
P52333	T23172	D0D1QH
P52333	T23172	D0SJ1Q
P52333	T23172	D0FQ4Z
P52333	T23172	D0KL3B
P52333	T23172	D0U5FZ
P52333	T23172	D09ALF
P52333	T23172	D01CRX
P52333	T23172	D0B9TH
P52333	T23172	D0GB7G
P52333	T23172	D0LS1O
P52333	T23172	D01EYJ
P52333	T23172	D0G9MM
P52333	T23172	D0YR8S
P52333	T23172	D07XYI
P52333	T23172	D0RJ3W
P52333	T23172	D08WPB
P52333	T23172	D0P3UH
P52333	T23172	D0Y2IM
P52333	T23172	D05AXE
P52333	T23172	D0M2WA
P52333	T23172	D0X1FD
P52333	T23172	D04BOW
P52333	T23172	D0M3CB
P52333	T23172	D09UBE
P52333	T23172	D00BYK
P52333	T23172	D03QAY
P52333	T23172	D0IQ6G
P52333	T23172	D0UH8J
P52333	T23172	D0NK1R
P52333	T23172	D0WA1V
P52333	T23172	D0TX2G
P52333	T23172	D0E2WK
P52333	T23172	D09PIS
P52333	T23172	D0W8DN
P52333	T23172	D0GH8D
P52333	T23172	D0T5AF
P52333	T23172	D00ZVY
P52333	T23172	D0QL7J
P52333	T23172	D0Y6ON
P52333	T23172	D0JU1R
P52333	T23172	D0VJ5M
P52333	T23172	D0VR6E
P52333	T23172	D0XH7H
P52333	T23172	D03TEE
P52333	T23172	D0SX1B
P52333	T23172	D01FVC
P52333	T23172	D02IET
P52333	T23172	D02VGC
P52333	T23172	D0A6RG
P52333	T23172	D0S6XT
P52333	T23172	D0WB5U
P52333	T23172	D09JLL
P52333	T23172	D0HL5C
P52333	T23172	D07BND
P52333	T23172	D00PTE
P52333	T23172	D0X6DL
P52333	T23172	D09RUN
P52333	T23172	D01DBB
P52333	T23172	D0EX5C
P52333	T23172	D0G0FK
P52333	T23172	D0WZ8N
Q9UQF2	T59459	D0ID4H
P05412	T69085	D06OWM
P05412	T69085	D0AH5T
P05412	T69085	D0T8KR
P05412	T69085	D02LCL
P05412	T68227	D0B0PX
P05412	T68227	D0T1XE
P05412	T68227	D04HFC
P05412	T68227	D0Y9AQ
P02538	T95515	D06ECI
P10644	T08813	D0H1BF
P10644	T08813	D0UB2J
P10644	T08813	D09LAQ
P10644	T08813	D0L8HO
P10644	T08813	D00OCS
P10644	T08813	D03GNM
P10644	T08813	D0I4MQ
P10644	T08813	D02GEW
P10644	T08813	D0V3TE
P10644	T08813	D02ZWX
P10644	T08813	D08GIG
P10644	T08813	D07MMG
P10644	T08813	D0F3XS
P10644	T08813	D0QS6O
P10644	T08813	D0A5YR
P10644	T08813	D0KZ2I
P10644	T08813	D0RC8H
P10644	T08813	D0Z3CZ
P31323	T74952	D0UB2J
P31323	T74952	D0A5RM
P31323	T74952	D09XIL
P31323	T74952	D00OCS
P31323	T74952	D03GNM
P31323	T74952	D0I4MQ
P31323	T74952	D02GEW
P31323	T74952	D0V3TE
P31323	T74952	D02ZWX
P31323	T74952	D08GIG
P31323	T74952	D07MMG
P31323	T74952	D0F3XS
P31323	T74952	D0QS6O
P31323	T74952	D0A5YR
P31323	T74952	D0KZ2I
P31323	T74952	D0RC8H
P31323	T74952	D0R2TM
P17612	T20669	D09FFE
P17612	T20669	D08FVO
P17612	T20669	D0L0IR
P17612	T20669	D0V2VB
P17612	T20669	D00YID
P17612	T20669	D0M4NN
P17612	T20669	D0S7SN
P17612	T20669	D0Z2QO
P17612	T20669	D0K7PJ
P17612	T20669	D03RKU
P17612	T20669	D0A5FV
P17612	T20669	D02XQB
P17612	T20669	D04OUT
P17612	T20669	D0CE4H
P17612	T20669	D00ODF
P17612	T20669	D0P0SY
P17612	T20669	D06NSN
P17612	T20669	D00WZE
P17612	T20669	D0T3GH
P17612	T20669	D06JUQ
P17612	T20669	D00ERI
P17612	T20669	D0U3ML
P17612	T20669	D04GPC
P17612	T20669	D0KL5K
P17612	T20669	D0D4BR
P17612	T20669	D0A5RM
P17612	T20669	D09XIL
P17612	T20669	D0GT8N
P17612	T20669	D0R2TM
P17612	T20669	D00QNV
P17612	T20669	D0B6VY
P17612	T20669	D06GXM
Q92831	T16902	D0M6YZ
Q92831	T16902	D03JNC
Q92831	T16902	D0G4ET
Q92831	T16902	D07JMJ
Q92831	T16902	D0E6JS
Q8WYB5	T98275	D0J3JI
Q8WYB5	T98275	D03XXT
Q8WYB5	T98275	D03JNC
Q8WYB5	T98275	D0Z3MT
Q8WYB5	T98275	D0E6JS
Q8WYB5	T98275	D0YL8Z
P48729	T13075	D0H4VB
P48729	T13075	D0UN8H
P48729	T13075	D00JGL
P48729	T13075	D5VMP4
P48729	T13075	D0MN6V
P48730	T87109	D0H4VB
P48730	T87109	D0UN8H
P48730	T87109	D06QYR
P48730	T87109	D00JGL
P48730	T87109	DZK7E0
P49674	T99989	D0UN8H
P49674	T99989	D06QYR
P49674	T99989	DZK7E0
P49674	T99989	D0O8SJ
Q9HCP0	T41702	D01YWE
P78368	T82773	D0H4VB
Q9Y6M4	T29728	D06UKS
Q16322	T31882	D06PZZ
Q9UQM7	T18299	D01EPO
Q9UQM7	T18299	D0XT3Z
Q9UQM7	T18299	D0FH9J
Q9UQM7	T18299	D0D7HR
Q9UQM7	T18299	D06PHH
P78508	T09423	D0K4HI
P78508	T09423	D0P2YU
P78508	T09423	D09FJB
P78508	T09423	D0Z4SB
P78508	T09423	D03JAA
P78508	T09423	D00BCP
P78508	T09423	D06HBQ
P78508	T09423	D04NTJ
Q14654	T00820	D0U1XJ
Q12791	T66538	D0VZ9S
Q86W47	T67063	D0O2TC
Q86W47	T67063	D0YS9J
Q86W47	T67063	D06PZZ
Q86W47	T67063	D0V4WT
Q86W47	T67063	D09BVL
Q86W47	T67063	D0D1GV
Q86W47	T67063	D08PMW
Q09470	T85272	D06PZZ
Q09470	T85272	D02VKU
P16389	T19492	D06PZZ
P16389	T19492	D02VKU
P22001	T76914	D06PZZ
P22001	T76914	D05CDC
P22001	T76914	D0CI6E
P22001	T76914	D0L0FC
P22001	T76914	D0S8CL
P22001	T76914	D0E9MC
P22001	T76914	D04UVC
P22001	T76914	D0R9CF
P22001	T76914	D0H1EI
P22001	T76914	D0G1VS
P22001	T76914	D01XEO
P22001	T76914	D0OK4O
P22460	T17569	D0T0VZ
P22460	T17569	D08LZZ
P22460	T17569	D06PZZ
P22460	T17569	D02QJW
P22460	T17569	D0QG6A
P22460	T17569	D0H7JE
P22460	T17569	D07VWP
P22460	T17569	D00UCP
P22460	T17569	D0I2NX
P22460	T17569	D0J0OY
P22460	T17569	D0XB2Z
P22460	T17569	D0U9DD
P22460	T17569	D0R9CF
P22460	T17569	D06BMZ
P22460	T17569	D0R5OF
P22460	T17569	D00WKK
P22460	T17569	D0A5KP
P22460	T17569	D0K7RO
P22460	T17569	D0D8JU
P22460	T17569	D0Y8AB
P22460	T17569	D0NR3V
P22460	T17569	D0TV4N
P22460	T17569	D00RNB
P22460	T17569	D05DXT
P22460	T17569	D0X6ZG
P22460	T17569	D06ERY
P22460	T17569	D04LOR
P22460	T17569	D05CPV
P17658	T65561	D06PZZ
P17658	T65561	D02VKU
Q96RP8	T84737	D0G4SU
Q96RP8	T84737	D06PZZ
Q14721	T44516	D0I7VY
Q14721	T44516	D06PZZ
Q14721	T44516	D0A1IR
Q14721	T44516	D0O8MU
Q92953	T65932	D0I7VY
Q92953	T65932	D06PZZ
P48547	T49080	D0C2NK
P48547	T49080	D06PZZ
Q96PR1	T13394	D06PZZ
Q14003	T28858	D06PZZ
Q03721	T29635	D06PZZ
Q03721	T29635	D0Y4AS
Q03721	T29635	D0A1IR
Q9NSA2	T90905	D06PZZ
Q9UK17	T74500	D0N4MR
Q9UK17	T74500	D02FLB
O95259	T60254	D0XH1N
O95259	T60254	D02WWM
O95259	T60254	D02QJW
Q12809	T20251	D0C9UF
Q12809	T20251	D0JY2K
Q12809	T20251	D0LM5H
Q12809	T20251	D0XH1N
Q12809	T20251	D01WVE
Q12809	T20251	D09ICL
Q12809	T20251	D06EGM
Q12809	T20251	D03WAE
Q12809	T20251	D01BKS
Q12809	T20251	D0NM7S
Q12809	T20251	D01IWD
Q12809	T20251	D01PIU
Q12809	T20251	D03NRJ
Q12809	T20251	D0G7LE
Q12809	T20251	D08CZT
Q12809	T20251	D01PYU
Q12809	T20251	D07GBV
Q12809	T20251	D07ETF
Q12809	T20251	D0FL1D
Q12809	T20251	D0ND5D
Q12809	T20251	D0RC9T
Q12809	T20251	D08JCU
Q12809	T20251	D0U7OD
Q12809	T20251	D07SGS
Q12809	T20251	D01ABR
Q12809	T20251	D0N6OL
Q12809	T20251	D00AWM
Q12809	T20251	D0L9YP
Q12809	T20251	D0H8XV
Q12809	T20251	D01FFX
Q12809	T20251	D0E3DM
Q12809	T20251	D0XF5P
Q12809	T20251	D06QIQ
Q12809	T20251	D08QBS
Q12809	T20251	D06NXC
Q12809	T20251	D0S9AY
Q12809	T20251	D0Q8LS
Q12809	T20251	D0Z7TM
Q12809	T20251	D00UIN
Q12809	T20251	D0I0UW
Q12809	T20251	D04MLU
Q12809	T20251	D0DM6F
Q12809	T20251	D05KUM
Q12809	T20251	D0A7GW
Q12809	T20251	D01JYY
Q12809	T20251	D09FIC
Q12809	T20251	D0GG2J
Q12809	T20251	D08EKQ
Q12809	T20251	D0FJ1I
Q12809	T20251	D01MCD
Q12809	T20251	D0OQ5H
Q12809	T20251	D06NXK
Q12809	T20251	D09GZH
Q12809	T20251	D0N2DN
Q12809	T20251	D02EIB
Q12809	T20251	D08ZIS
Q12809	T20251	D00FAY
Q12809	T20251	D03PSY
Q12809	T20251	D0H3GI
Q12809	T20251	D07MAF
Q12809	T20251	D0BW0V
Q12809	T20251	D0S1XC
Q12809	T20251	D0I2UC
Q12809	T20251	D02DCM
Q12809	T20251	D07LFR
Q12809	T20251	D0ZC3Q
Q12809	T20251	D0C6BP
Q12809	T20251	D00CCV
Q12809	T20251	D03PIP
Q12809	T20251	D03XKL
Q12809	T20251	D03RBD
Q12809	T20251	D00YQZ
Q12809	T20251	D0AX4E
Q12809	T20251	D02NGR
Q12809	T20251	D03GNI
Q12809	T20251	D02TIK
Q12809	T20251	D07MKL
Q12809	T20251	D0LI1C
Q12809	T20251	D0HZ2E
Q12809	T20251	D0L0ZF
Q12809	T20251	D06FNA
Q12809	T20251	D0S3ON
Q12809	T20251	D02NPB
Q12809	T20251	D01LSP
Q12809	T20251	D0T8WU
Q12809	T20251	D0F8XU
Q12809	T20251	D0EK3Z
Q12809	T20251	D01EBW
Q12809	T20251	D0B7KM
Q12809	T20251	D0L2KM
Q9ULD8	T62643	D0F5KY
Q8NCM2	T89345	D02WWM
P48048	T78710	D05LBC
P48048	T78710	D06TPB
P48048	T78710	D07VUL
P48048	T78710	D08UXR
P48048	T78710	D00SLD
P48048	T78710	D05AJX
P48048	T78710	D0TH5W
P48048	T78710	D0DX8P
P48048	T78710	D0UY1A
P48048	T78710	D0CI2I
P48048	T78710	D0A6EX
P48048	T78710	D02HOM
P48048	T78710	D03TGG
P48048	T78710	D0M6JD
P48048	T78710	D0J9JB
P48048	T78710	D0XM8F
P48048	T78710	D06FLB
P48048	T78710	D0F0TY
P48048	T78710	D0V0OD
P48048	T78710	D09KCN
P48048	T78710	D00WZH
P48048	T78710	D06CGQ
P48048	T78710	D0DG4A
P48048	T78710	D00CMX
P48048	T78710	D00JVQ
P48048	T78710	D02ZGO
P48048	T78710	D03PRT
P48048	T78710	D08HBF
P48048	T78710	D08TDJ
P48048	T78710	D09WRT
P48048	T78710	D0CI6Y
P48048	T78710	D0EX9E
P48048	T78710	D0L8FE
P48048	T78710	D0N4DY
P48048	T78710	D0RM6C
P48048	T78710	D0TO9J
P48048	T78710	D0U0ZN
P48048	T78710	D0WP1P
P48048	T78710	D0WX4U
P48048	T78710	D0X8YT
P48048	T78710	D0ZX6S
P48048	T78710	D00ALX
P48048	T78710	D01JCZ
P48048	T78710	D03JCN
P48048	T78710	D07CMZ
P48048	T78710	D07TUN
P48048	T78710	D0C4BJ
P48048	T78710	D0CC7A
P48048	T78710	D0D7AI
P48048	T78710	D0E2WS
P48048	T78710	D0FC5J
P48048	T78710	D0O1RL
P48048	T78710	D0XK7H
P63252	T74570	D05HXE
P63252	T74570	D07ZAJ
P48549	T38012	D07ZAJ
P48549	T38012	D0E3FR
P48050	T07740	D07LZY
P48050	T07740	D06PZZ
P48544	T78692	D07ZAJ
P48544	T78692	D09DHT
P48051	T17721	D07ZAJ
P48051	T17721	D0P0ZB
Q92806	T53186	D07ZAJ
O14649	T15795	D0E7XM
O14649	T15795	D85NEG
Q7Z418	T82309	D01ZMR
Q92952	T11911	D06PZZ
Q92952	T11911	D00WMV
Q92952	T11911	D0T0AG
Q92952	T11911	D0N1HE
Q92952	T11911	D0VK9Y
Q92952	T11911	D0I2FI
Q9H2S1	T86271	D06PZZ
Q9H2S1	T86271	D0I6MA
Q9H2S1	T86271	D00WMV
Q9H2S1	T86271	D0T0AG
Q9H2S1	T86271	D0N1HE
Q9H2S1	T86271	D00DIF
Q9H2S1	T86271	D0VK9Y
Q9H2S1	T86271	D0N0LB
Q9H2S1	T86271	D0I2FI
Q9UGI6	T04388	D06PZZ
Q9UGI6	T04388	D0I6MA
Q9UGI6	T04388	D00WMV
Q9UGI6	T04388	D0T0AG
Q9UGI6	T04388	D0N1HE
Q9UGI6	T04388	D00DIF
Q9UGI6	T04388	D0VK9Y
Q9UGI6	T04388	D0I2FI
O15554	T42724	D05PHX
O15554	T42724	D0UL7R
O15554	T42724	D0I6MA
O15554	T42724	D05RLR
O15554	T42724	D0T0AG
O15554	T42724	D0M7LA
O15554	T42724	D00BUR
O15554	T42724	DF0R5I
P51787	T49526	D0X2ZW
P51787	T49526	D0P8PH
P51787	T49526	D0W2FU
P51787	T49526	D05GQK
P51787	T49526	D07FTI
P51787	T49526	D01JJH
P51787	T49526	D08HPL
P51787	T49526	D0M1BJ
P51787	T49526	D0MS4Z
P51787	T49526	D0D0OD
P51787	T49526	D00CAU
P51787	T49526	D0X8DF
P51787	T49526	D04UYO
P51787	T49526	D0H8FH
P51787	T49526	D03OFO
O43526	T74483	D0N5CH
O43526	T74483	D06PZZ
O43526	T74483	D07ZAJ
O43526	T74483	D08ATZ
O43526	T74483	D0P8PH
O43526	T74483	D07FTI
O43526	T74483	D0O4IO
O43526	T74483	D02BGR
O43526	T74483	D08RJC
O43526	T74483	D0E2FZ
O43525	T54132	D0X7GL
O43525	T54132	D06PZZ
O43525	T54132	D08RJC
O43525	T54132	D0E2FZ
O43525	T54132	D0WW3O
O43525	T54132	D08OJF
O43525	T54132	D08YHS
P56696	T55916	D0FR6J
P56696	T55916	D06PZZ
P56696	T55916	D07ZAJ
P56696	T55916	D0XY2M
P56696	T55916	D0P8PH
P56696	T55916	D07FTI
P56696	T55916	D02BGR
Q9NR82	T55068	D06PZZ
Q9NR82	T55068	D0P8PH
Q9NR82	T55068	D07FTI
Q9NR82	T55068	D02BGR
Q5JUK3	T02262	D0O2TC
Q5JUK3	T02262	D06PZZ
Q5JUK3	T02262	D09DHT
Q6UVM3	T78318	D0O2TC
Q6UVM3	T78318	D06PZZ
Q6UVM3	T78318	D09DHT
A8MYU2	T36292	D0O2TC
A8MYU2	T36292	D06PZZ
P12277	T98090	D03GXQ
P12277	T98090	D0B1XN
Q97PK6	T84359	D07XZT
Q97PK6	T84359	D0S2QZ
Q97PK6	T84359	D03SAZ
Q97PK6	T84359	D09ZMS
O60341	T16739	D0L6TQ
O60341	T16739	D0C8SX
O60341	T16739	D0EV7U
O60341	T16739	D0I4ZN
O60341	T16739	D04GNG
O60341	T16739	DCWT40
O60341	T16739	DI17KH
O60341	T16739	D0R7CD
O60341	T16739	D03EOZ
O60341	T16739	DB5UA2
O60341	T16739	D0B6GK
O60341	T16739	D0BE4Z
O60341	T16739	D07MQD
O60341	T16739	D0UE4K
O60341	T16739	D0LK8A
O60341	T16739	D0R7RY
O60341	T16739	D03MPD
O60341	T16739	D0O2WW
O60341	T16739	D0O7IH
O60341	T16739	D04OHC
O60341	T16739	D0C1TH
O60341	T16739	D07IAO
O60341	T16739	D0JE6I
O60341	T16739	D0I9QC
O60341	T16739	D08FVR
O60341	T16739	D05FVW
O60341	T16739	D0VB7F
O60341	T16739	D0YX4R
O60341	T16739	D0DD4I
O60341	T16739	D0GA7D
O60341	T16739	D0UG5Q
O60341	T16739	D02YGX
O60341	T16739	D0BG7B
O60341	T16739	D0W8XM
O60341	T16739	D06XEU
O60341	T16739	D0L4OH
O60341	T16739	D0UL9U
O60341	T16739	D0MO5Y
O60341	T16739	D0W9VF
O60341	T16739	D04PWX
O60341	T16739	D0R2YA
O60341	T16739	D02WXS
O60341	T16739	D0E7SF
O60341	T16739	D02CIX
O60341	T16739	D07DIJ
O60341	T16739	D0AI6J
O60341	T16739	D0PM2S
O60341	T16739	D0RC0G
O60341	T16739	D0J1HQ
O60341	T16739	D0U4DT
O60341	T16739	D0Q1EG
O60341	T16739	D06KBT
O60341	T16739	D08IOP
O60341	T16739	D0IO2A
O60341	T16739	D0XH9M
O60341	T16739	D0WT1Z
O60341	T16739	D05HBM
O60341	T16739	D08WMK
O60341	T16739	D09OMM
O60341	T16739	D0C0PK
O60341	T16739	D0D9CK
O60341	T16739	D0DL5J
O60341	T16739	D0F1CT
O60341	T16739	D0KR0I
O60341	T16739	D0KZ5T
O60341	T16739	D0L0DT
O60341	T16739	D0LR6D
O60341	T16739	D0N2QZ
O60341	T16739	D0NJ6B
O60341	T16739	D0P4NF
O60341	T16739	D0U1DY
O60341	T16739	D0WO5W
O60341	T16739	D0Z7HE
O60341	T16739	D01CIK
O60341	T16739	D04OEV
O60341	T16739	D06VMN
O60341	T16739	D07LKA
O60341	T16739	D07NTA
O60341	T16739	D0YI0V
Q8NB78	T24823	D04OHC
Q8NB78	T24823	D09OMM
Q8NB78	T24823	D0O7IH
Q8NB78	T24823	D0WO5W
Q8NB78	T24823	D0Z7HE
Q9Y2K7	T71949	D0WA3E
Q9Y2K7	T71949	D0B2WZ
Q9Y4C1	T25362	D0X5US
O75164	T18904	D09NCT
O75164	T18904	D0MJ4L
O75164	T18904	D01CIK
O75164	T18904	D05PXW
O75164	T18904	D07MQD
O75164	T18904	D09YFD
O75164	T18904	D0JQ9Z
O75164	T18904	D0UE4K
O75164	T18904	D0UL9U
O75164	T18904	D0X2AU
O75164	T18904	D0X6SJ
Q9H3R0	T73863	D0X5US
Q9H3R0	T73863	D09NCT
Q9H3R0	T73863	D07CYB
Q9H3R0	T73863	D0MJ4L
Q9H3R0	T73863	D0U3KT
Q9H3R0	T73863	D02FWO
Q9H3R0	T73863	D04KUD
Q9H3R0	T73863	D0BK5N
Q9H3R0	T73863	D0L5RA
Q9H3R0	T73863	D0Q5IR
Q9H3R0	T73863	D0RP4W
Q9H3R0	T73863	D0S8AZ
Q9H3R0	T73863	D0UQ2R
Q9H3R0	T73863	D0Z2YB
B2RXH2	T17036	D00VLQ
B2RXH2	T17036	D03TPE
B2RXH2	T17036	D08KYP
B2RXH2	T17036	D0P8YL
B2RXH2	T17036	D0VS3A
B2RXH2	T17036	D0P5MY
B2RXH2	T17036	D06MHK
B2RXH2	T17036	D0LU7U
B2RXH2	T17036	D0YF2M
B2RXH2	T17036	D0C8CI
B2RXH2	T17036	D0L7HC
B2RXH2	T17036	D0P7ZY
B2RXH2	T17036	D0WC4Z
B2RXH2	T17036	D0OR0K
B2RXH2	T17036	D09NCT
B2RXH2	T17036	D03EOJ
B2RXH2	T17036	D0D0WU
B2RXH2	T17036	D06ZPF
B2RXH2	T17036	D0O9WS
P29375	T28052	D0IQ7Y
P29375	T28052	D03TKM
P29375	T28052	D0ZJ0Z
P29375	T28052	D0NG8M
P29375	T28052	D05CCY
P29375	T28052	D0R2GT
P29375	T28052	D09CWB
P29375	T28052	D0VZ5E
P29375	T28052	D0F3TL
P29375	T28052	D06TKT
P29375	T28052	D0HT9Q
P29375	T28052	D0GH8J
P29375	T28052	D0N9JZ
P29375	T28052	D0G8QR
