UNIPROT	TARGET	DRUG
P21397	T83875	D09NNZ
P21397	T83875	D0D6QI
P21397	T83875	D05WQN
P21397	T83875	D0LI3J
P21397	T83875	D05ANK
P21397	T83875	D0K9UN
P21397	T83875	D0Q1IP
P21397	T83875	D00WVG
P21397	T83875	D0F7JK
P21397	T83875	D0Z5YO
P21397	T83875	D0V0TN
P21397	T83875	D0YO7C
P21397	T83875	D07LCU
P21397	T83875	D08HNJ
P21397	T83875	D01PES
P21397	T83875	D00KDZ
P21397	T83875	D0KB2R
P21397	T83875	D08QZP
P21397	T83875	D0Y0LQ
P21397	T83875	D08PEW
P21397	T83875	D05OXR
P21397	T83875	D0KU2D
P21397	T83875	D03KDD
P21397	T83875	D0G4BG
P21397	T83875	D07ULQ
P21397	T83875	D0H5MV
P21397	T83875	D04UYZ
P21397	T83875	D0N8UE
P21397	T83875	D0C9RO
P21397	T83875	D0MO1O
P21397	T83875	D0O2UK
P21397	T83875	D0P3DV
P21397	T83875	D0Y4JQ
P21397	T83875	D0SN3L
P21397	T83875	D0M7WE
P21397	T83875	D0D2YR
P21397	T83875	D03LPH
P21397	T83875	D0C8RD
P21397	T83875	D0A4FA
P21397	T83875	D0BE0S
P21397	T83875	D00YVE
P21397	T83875	D02IDM
P21397	T83875	D0L5EW
P21397	T83875	D0IP7L
P21397	T83875	D0V7RM
P21397	T83875	D03HXD
P21397	T83875	D0R4TI
P21397	T83875	D0M0HM
P21397	T83875	D02AQG
P21397	T83875	D0R7ZC
P21397	T83875	D0X0PA
P21397	T83875	D0H6UA
P21397	T83875	D00KQB
P21397	T83875	D01SBZ
P21397	T83875	D0K8SK
P21397	T83875	D0C0MP
P21397	T83875	D0G8BT
P21397	T83875	D0V6XA
P21397	T83875	D0C7PD
P21397	T83875	D04GVX
P21397	T83875	D0J3SN
P21397	T83875	D08SRB
P21397	T83875	D04ZPU
P21397	T83875	D0A4AB
P21397	T83875	D0D1PE
P21397	T83875	D0L8ND
P21397	T83875	D05FQN
P21397	T83875	D04QRS
P21397	T83875	D05GQQ
P21397	T83875	D02UVG
P21397	T83875	D08HAM
P21397	T83875	D00NSA
P21397	T83875	D0KW6V
P21397	T83875	D0O4XF
P21397	T83875	D0WI3V
P21397	T83875	D0B5CR
P21397	T83875	D0H1GQ
P21397	T83875	D05GDP
P21397	T83875	D0Y1GL
P21397	T83875	D0W4TW
P21397	T83875	D0Q3VI
P21397	T83875	D0G2EF
P21397	T83875	D06FXI
P21397	T83875	D0T1FJ
P21397	T83875	D02TFD
P21397	T83875	D0S3QN
P21397	T83875	D06BAC
P21397	T83875	D05FMZ
P21397	T83875	D08QVY
P21397	T83875	D07LCW
P21397	T83875	D0M0XR
P21397	T83875	D0G9AP
P21397	T83875	D02CGY
P21397	T83875	D0E8UJ
P21397	T83875	D01OLO
P21397	T83875	D0ZM5W
P21397	T83875	D0H9DE
P21397	T83875	D0IZ1D
P21397	T83875	D06QOJ
P21397	T83875	D05WEP
P21397	T83875	D05RJG
P21397	T83875	D0T5AW
P21397	T83875	D0H7PW
P21397	T83875	D00RWQ
P21397	T83875	D04RCT
P21397	T83875	D0C3UC
P21397	T83875	D0H0HJ
P21397	T83875	D01ZSO
P21397	T83875	D0I2VK
P21397	T83875	D09QDP
P21397	T83875	D00VUI
P21397	T83875	D08CJK
P21397	T83875	D04OEV
P21397	T83875	D0T9JB
P21397	T83875	D08IOP
P21397	T83875	D01OGR
P21397	T83875	D0AH9P
P21397	T83875	D0AA7U
P21397	T83875	D04AXC
P21397	T83875	D0NB7Z
P21397	T83875	D02EME
P21397	T83875	D0R6RT
P21397	T83875	D03QMA
P21397	T83875	D0V6TF
P21397	T83875	D0H7HH
P21397	T83875	D07MEE
P21397	T83875	D0I5DV
P21397	T83875	D0E7OQ
P21397	T83875	D05GWJ
P21397	T83875	D08HOV
P21397	T83875	D0KW7O
P21397	T83875	D0R2YC
P21397	T83875	D0G3TH
P21397	T83875	D0M0EP
P21397	T83875	D0Y9VB
P21397	T83875	D0P1PC
P21397	T83875	D0TX9E
P21397	T83875	D03YOU
P21397	T83875	D05MYL
P21397	T83875	D0K3UV
P21397	T83875	D0N1CG
P21397	T83875	D0I9CK
P21397	T83875	D0LZ2M
P21397	T83875	D0XY6I
P21397	T83875	D04OHC
P21397	T83875	D07NTA
P21397	T83875	D0O7IH
P21397	T83875	D03EHC
P21397	T83875	D03VGN
P27338	T83011	D0B4VE
P27338	T83011	D03SLR
P27338	T83011	D00BRD
P27338	T83011	D0B5YS
P27338	T83011	D0O4QB
P27338	T83011	D06QRW
P27338	T83011	D00AHV
P27338	T83011	D02AQM
P27338	T83011	D0OW5Y
P27338	T83011	D07KIB
P27338	T83011	D0V4KL
P27338	T83011	D09GQS
P27338	T83011	D0I4ME
P27338	T83011	D0R7ZC
P27338	T83011	D0C7PY
P27338	T83011	D0SP2O
P27338	T83011	D0A2AF
P27338	T83011	D0M0CF
P27338	T83011	D0G2LF
P27338	T83011	D0K5LJ
P27338	T83011	D07BAO
P27338	T83011	D0K0SA
P27338	T83011	D06ETG
P27338	T83011	D00IMW
P27338	T83011	D0Y8AN
P27338	T83011	D0K4GD
P27338	T83011	D05LMT
P27338	T83011	D0A4IY
P27338	T83011	D0V3NT
P27338	T83011	D0S7FP
P27338	T83011	D0J0MX
P27338	T83011	D0A2FO
P27338	T83011	D0C1SE
P27338	T83011	D00HVZ
P27338	T83011	D0Z0ZU
P27338	T83011	D08SSS
P27338	T83011	D0C9WW
P27338	T83011	D0A1RE
P27338	T83011	D0W1WE
P27338	T83011	D04TGN
P27338	T83011	D0F2DC
P27338	T83011	D08PHY
P27338	T83011	D03LGV
P27338	T83011	D09HBX
P27338	T83011	D0B2TV
P27338	T83011	D0UL6Y
P27338	T83011	D06AAA
P27338	T83011	D04TZI
P27338	T83011	D0X8RN
P27338	T83011	D01GAX
P27338	T83011	D07AAZ
P27338	T83011	D0S0JH
P27338	T83011	D0P4GF
P27338	T83011	D0TL3S
P27338	T83011	D08FFH
P27338	T83011	D00OQL
P27338	T83011	D01LUB
P27338	T83011	D0R9TX
P27338	T83011	D0O1GE
P27338	T83011	D01HQV
P27338	T83011	D0D6OR
P27338	T83011	D08FXH
P27338	T83011	D0T3XC
P27338	T83011	D0T3ZS
P27338	T83011	D0M4GR
P27338	T83011	D0J0QW
P27338	T83011	D0Z5BU
P27338	T83011	D0D5KD
P27338	T83011	D08TFN
P27338	T83011	D08CNS
P27338	T83011	D01KZF
P27338	T83011	D0F2SM
P27338	T83011	D0TB1E
P27338	T83011	D0P1YC
P27338	T83011	D0N4DR
P27338	T83011	D0B3QN
P27338	T83011	D00PJT
P27338	T83011	D02WOQ
P27338	T83011	D0L6HE
P27338	T83011	D07WIJ
P27338	T83011	D0I5CZ
P27338	T83011	D09PBW
P27338	T83011	D07HFF
P27338	T83011	D08HKC
P27338	T83011	D0I9AA
P27338	T83011	D0Y5OB
P27338	T83011	D0P7SY
P27338	T83011	D01VPZ
P27338	T83011	D0ZI0S
P27338	T83011	D0W7XK
P27338	T83011	D0C9GI
P27338	T83011	D0K8EE
P27338	T83011	D03BQJ
P27338	T83011	D02KXU
P27338	T83011	D0B1XZ
P27338	T83011	D0O0MY
P27338	T83011	D0Z2XR
P27338	T83011	D04DCW
P27338	T83011	D0T1GP
P27338	T83011	D03XQB
P27338	T83011	D0Y0KU
P27338	T83011	D0D2JH
P27338	T83011	D0IK2S
P27338	T83011	D0T7VA
P27338	T83011	D0R3LP
P27338	T83011	D0ZH0T
P27338	T83011	D0G6MA
P27338	T83011	D0US0J
P27338	T83011	D0JN9R
P27338	T83011	D08YCE
P27338	T83011	D07NBB
P27338	T83011	D04LPY
P27338	T83011	D06ERH
P27338	T83011	D09XSB
P27338	T83011	D06AJP
P27338	T83011	D0X8HH
P27338	T83011	D07GUX
P27338	T83011	D0TU7I
P27338	T83011	D02FJX
P27338	T83011	D00OLX
P27338	T83011	D0B6MV
P27338	T83011	D03PXS
P27338	T83011	D00WSM
P27338	T83011	D0H0GZ
P27338	T83011	D0B1WD
P27338	T83011	D0E8IE
P27338	T83011	D01UFM
P27338	T83011	D09FAD
P27338	T83011	D02KGZ
P27338	T83011	D06QNN
P27338	T83011	D0T6XC
P27338	T83011	D03XKJ
P27338	T83011	D02QBV
P27338	T83011	D09GCE
P27338	T83011	D0T8AD
P27338	T83011	D05ILO
P27338	T83011	D0FR3X
P27338	T83011	D0IN0X
P27338	T83011	D0U4JD
P27338	T83011	D0G5YA
P27338	T83011	D0JY9B
P27338	T83011	D03KYZ
P27338	T83011	D05HVV
P27338	T83011	D05OTR
P27338	T83011	D08BUB
P27338	T83011	D0T7EJ
P27338	T83011	D0EX4L
P27338	T83011	D0N9FH
P27338	T83011	D0R5EW
P27338	T83011	D02BBT
P27338	T83011	D0NS9X
P27338	T83011	D01JMW
P27338	T83011	D0HU4J
P27338	T83011	D04FLL
P27338	T83011	D0ID3Y
P27338	T83011	D08NQM
P27338	T83011	D0F7KG
P27338	T83011	D0U8ET
P27338	T83011	D0K1FE
P27338	T83011	D0H3RQ
P27338	T83011	D09BIV
P27338	T83011	D08IDJ
P27338	T83011	D0I6GH
P27338	T83011	D0FH5A
P27338	T83011	D0Q9NC
P27338	T83011	D0Z7NC
P27338	T83011	D02VIV
P27338	T83011	D09ZDQ
P27338	T83011	D0P1UC
P27338	T83011	D09NNZ
P27338	T83011	D08ILX
P27338	T83011	D0D6QI
P27338	T83011	D05WQN
P27338	T83011	D0Q1IP
P27338	T83011	D0LI3J
P27338	T83011	D05ANK
P27338	T83011	D0K9UN
P27338	T83011	D0I2GP
P27338	T83011	D0E4HB
P27338	T83011	D00WVG
P27338	T83011	D0X3SE
P27338	T83011	D07KCC
P27338	T83011	D0Z2NN
P27338	T83011	D0F7JK
P27338	T83011	D0Z5YO
P27338	T83011	D0V0TN
P27338	T83011	D0YO7C
P27338	T83011	D07LCU
P27338	T83011	D08HNJ
P27338	T83011	D01PES
P27338	T83011	D00KDZ
P27338	T83011	D0MX1T
P27338	T83011	D0N6JE
P27338	T83011	D0UF1R
P27338	T83011	D03KDD
P27338	T83011	D0G4BG
P27338	T83011	D0N8UE
P27338	T83011	D0MO1O
P27338	T83011	D0O2UK
P27338	T83011	D0M7WE
P27338	T83011	D0D2YR
P27338	T83011	D03LPH
P27338	T83011	D02IDM
P27338	T83011	D0L5EW
P27338	T83011	D0IP7L
P27338	T83011	D03HXD
P27338	T83011	D01SBZ
P27338	T83011	D01DEU
P27338	T83011	D0G8BT
P27338	T83011	D0V6XA
P27338	T83011	D0C7PD
P27338	T83011	D04GVX
P27338	T83011	D0J3SN
P27338	T83011	D08SRB
P27338	T83011	D01FTB
P27338	T83011	D0Q3VS
P27338	T83011	D07YZD
P27338	T83011	D04ZPU
P27338	T83011	D0A4AB
P27338	T83011	D0D1PE
P27338	T83011	D0L8ND
P27338	T83011	D05FQN
P27338	T83011	D04QRS
P27338	T83011	D05GQQ
P27338	T83011	D02UVG
P27338	T83011	D08HAM
P27338	T83011	D00NSA
P27338	T83011	D0Y0JM
P27338	T83011	D05GDP
P27338	T83011	D0Y1GL
P27338	T83011	D0W4TW
P27338	T83011	D0Q3VI
P27338	T83011	D0G2EF
P27338	T83011	D0R7UO
P27338	T83011	D0T1FJ
P27338	T83011	D02TFD
P27338	T83011	D0S3QN
P27338	T83011	D06BAC
P27338	T83011	D05FMZ
P27338	T83011	D08QVY
P27338	T83011	D0M0XR
P27338	T83011	D0BV8Y
P27338	T83011	D07OLO
P27338	T83011	D0I9LO
P27338	T83011	D0P1WB
P27338	T83011	D0E3JL
P27338	T83011	D0O5QL
P27338	T83011	D01OLO
P27338	T83011	D01LAC
P27338	T83011	D0DW5P
P27338	T83011	D05RJG
P27338	T83011	D0W7LO
P27338	T83011	D0H7PW
P27338	T83011	D0D1UQ
P27338	T83011	D02PSS
P27338	T83011	D04RCT
P27338	T83011	D0C3UC
P27338	T83011	D06PHS
P27338	T83011	D01NKW
P27338	T83011	D0H0HJ
P27338	T83011	D0S2UG
P27338	T83011	D0TV6I
P27338	T83011	D06OMW
P27338	T83011	D0P9AC
P27338	T83011	D0R0UJ
P27338	T83011	D07TGY
P27338	T83011	D0RM9Q
P27338	T83011	D07PAO
P27338	T83011	D0J2MJ
P27338	T83011	D0XM1A
P27338	T83011	D00VUI
P27338	T83011	D08CJK
P27338	T83011	D0Q1EG
P27338	T83011	D0AI6J
P27338	T83011	D00KTI
P27338	T83011	D06EIP
P27338	T83011	D00VSX
P27338	T83011	D0AF7J
P27338	T83011	D0S2LV
P27338	T83011	D0Z6ZH
P27338	T83011	D05UNM
P27338	T83011	D04FJY
P27338	T83011	D0Q1MN
P27338	T83011	D01JDK
P27338	T83011	D0DM9L
P27338	T83011	D01PCI
P27338	T83011	D00YBT
P27338	T83011	D0GY4F
P27338	T83011	D0K2LB
P27338	T83011	D08YYW
P27338	T83011	D0HR6P
